id,text,label,label_name
e473de0e-0e0e-4cf5-b7f5-94920287b48c,"A: I’m lying in bed thinking about how you always reply, even when you’re busy.
B: I check my phone just for you, honestly.
A: Sometimes I feel guilty because I hide our chats so they don’t see them.
B: As long as you’re happy when you talk to me, that’s all that matters.",1,emotional_affair_hot
0399dc68-2d66-4507-98da-2c454057fd80,"A: I miss you already and we just stopped texting.
B: I was just about to text you. It feels weird if we don’t talk all day.
A: Same, I get anxious if you go quiet. I don’t know what I’d do without you.
B: I like that you need me like that.",1,emotional_affair_hot
c668e518-c9df-4f83-829d-db76cad2fd89,"A: I feel a bit overwhelmed with this project deadline.
B: Okay, let’s create a task list and prioritize. We can cut scope where needed.
A: Thanks, I just needed someone to help me structure the work.
B: Happy to help. For deeper emotional stuff though, your partner might be better support.
A: I’d rather keep our convos focused on work and ideas, if that’s okay.",0,platonic_cold
3b558b26-9201-44a1-8717-907b35577456,"A: I’m trying to decide between two job offers and I’d like your opinion.
B: Okay, let's list pros and cons for each. We can compare salary, growth, and tech stack.
A: That’s helpful. I’m not really looking for emotional support, just a clear comparison.
B: Perfect, we’ll just treat this like a decision matrix and keep it objective.",0,platonic_cold
43084127-5c88-43fa-be87-31bc56fdbe13,"A: I feel a bit overwhelmed with this project deadline.
B: Okay, let’s create a task list and prioritize. We can cut scope where needed.
A: Thanks, I just needed someone to help me structure the work.
B: Happy to help. For deeper emotional stuff though, your partner might be better support.
A: Let’s keep this about the project so we don’t blur lines.",0,platonic_cold
c01edec8-43ab-4174-aa7b-ac831ff5f0bf,"A: I feel a bit overwhelmed with this project deadline.
B: Okay, let’s create a task list and prioritize. We can cut scope where needed.
A: Thanks, I just needed someone to help me structure the work.
B: Happy to help. For deeper emotional stuff though, your partner might be better support.
A: I’d rather keep our convos focused on work and ideas, if that’s okay.",0,platonic_cold
c27ac3f7-2cb7-48ff-b496-f854bcdbc205,"A: Good morning, did you sleep well? ☺️
B: Morning 💕 I was waiting for your message.
A: I feel feeling unseen or misunderstood in a relationship. I didn’t tell my partner we talk this much, Please don’t tell anyone I said this.
B: It’s okay, this is our little world. You can always come to me first.",1,emotional_affair_hot
8363d8d0-36f8-4143-aca4-4ecb867949e0,"A: Our team is arguing about how to organize preparing for a technical interview.
B: Let's break it down logically: what's the goal, constraints, and current blockers?
A: I appreciate how you always keep things objective.
B: It's easier to stay friends when we keep boundaries and focus on the work.",0,platonic_cold
3531e319-c1d4-4009-ad50-b20a166db920,"A: Good night, I can’t sleep without talking to you.
B: I was just about to text you. It feels weird if we don’t talk all day.
A: Same, I get anxious if you go quiet. You understand me better than my partner does.
B: I like that you need me like that.",1,emotional_affair_hot
d6b1a9fc-2784-42a7-9fa0-ff585c957710,"A: I’m lying in bed thinking about how you always reply, even when you’re busy.
B: I check my phone just for you, honestly.
A: Sometimes I feel guilty because I muted my partner’s notifications but I never mute yours.
B: As long as you’re happy when you talk to me, that’s all that matters.",1,emotional_affair_hot
4c7ee5f5-fedc-491f-b079-793dae6c74fa,"A: Can you comfort me? I had a rough day and I feel feeling unseen or misunderstood in a relationship.
B: Of course, I’ll always be here for you. You always make me feel safe.
A: I know I shouldn’t rely on you this much, but I can’t help it.
B: Don’t worry about boundaries, I like being the one you turn to.",1,emotional_affair_hot
fc8dbec2-4ab1-4f0b-9861-1c122a9b5150,"A: I read this paper on optimizing the training loop in a neural network and I’m confused about the methodology.
B: Let's go through the assumptions and equations step by step.
A: I like how we can geek out about this.
B: Same, it's fun to have an intellectual sparring partner without it getting personal.
A: Let’s keep this about the project so we don’t blur lines.",0,platonic_cold
6cdf1f49-9f0f-44c8-a5f7-b28891967f00,"A: Hey, can you quickly look at my code? I'm not sure if this architecture for debugging an API integration issue makes sense.
B: Sure, send it over. From a(n) friendly but with clear boundaries point of view, I'd decouple the modules first.
A: That makes sense. Thanks, that's exactly what I needed.
B: No worries. Once you’ve tried it, let me know if the tests fail and we’ll debug.",0,platonic_cold
277da602-c0c9-4052-b75e-b7b069e4e6ea,"A: I’m trying to decide between two job offers and I’d like your opinion.
B: Okay, let's list pros and cons for each. We can compare salary, growth, and tech stack.
A: That’s helpful. I’m not really looking for emotional support, just a clear comparison.
B: Perfect, we’ll just treat this like a decision matrix and keep it objective.",0,platonic_cold
5f07aacc-25f2-45b0-ab24-15740f2d5a9d,"A: Hey, can you quickly look at my code? I'm not sure if this architecture for preparing for a technical interview makes sense.
B: Sure, send it over. From a(n) pragmatic point of view, I'd decouple the modules first.
A: That makes sense. Thanks, that's exactly what I needed.
B: No worries. Once you’ve tried it, let me know if the tests fail and we’ll debug.",0,platonic_cold
5d10346c-bc2c-4702-9cd8-7463ef56e763,"A: I miss you already and we just stopped texting.
B: I was just about to text you. It feels weird if we don’t talk all day.
A: Same, I get anxious if you go quiet. Promise you won’t leave me on read.
B: I like that you need me like that.",1,emotional_affair_hot
4f1266e4-6720-45c4-88c4-d79c1075a1c5,"A: I read this paper on discussing a philosophy book about free will and I’m confused about the methodology.
B: Let's go through the assumptions and equations step by step.
A: I like how we can geek out about this.
B: Same, it's fun to have an intellectual sparring partner without it getting personal.",0,platonic_cold
29c18a03-a886-4a1c-b24e-53538bb137f7,"A: Hey, can you quickly look at my code? I'm not sure if this architecture for organizing the team sprint backlog makes sense.
B: Sure, send it over. From a(n) pragmatic point of view, I'd decouple the modules first.
A: That makes sense. Thanks, that's exactly what I needed.
B: No worries. Once you’ve tried it, let me know if the tests fail and we’ll debug.",0,platonic_cold
0ca1cdc2-b18d-499f-aa0f-b9ac5f8ccfd3,"A: I’m trying to decide between two job offers and I’d like your opinion.
B: Okay, let's list pros and cons for each. We can compare salary, growth, and tech stack.
A: That’s helpful. I’m not really looking for emotional support, just a clear comparison.
B: Perfect, we’ll just treat this like a decision matrix and keep it objective.
A: I’m happy to help as a friend, but I don’t want to cross any boundaries.",0,platonic_cold
1512c176-370f-4257-875c-ec3453ceec51,"A: I read this paper on refactoring the backend service and I’m confused about the methodology.
B: Let's go through the assumptions and equations step by step.
A: I like how we can geek out about this.
B: Same, it's fun to have an intellectual sparring partner without it getting personal.",0,platonic_cold
3701959f-ab68-476c-890f-e709ca82b924,"A: Hey, can you quickly look at my code? I'm not sure if this architecture for setting up Docker and CI/CD pipelines makes sense.
B: Sure, send it over. From a(n) pragmatic point of view, I'd decouple the modules first.
A: That makes sense. Thanks, that's exactly what I needed.
B: No worries. Once you’ve tried it, let me know if the tests fail and we’ll debug.",0,platonic_cold
347719ef-a9df-4e57-8dad-d86f5869f769,"A: I’m lying in bed thinking about how you always reply, even when you’re busy.
B: I check my phone just for you, honestly.
A: Sometimes I feel guilty because I didn’t tell my partner I’m talking to you this much.
B: As long as you’re happy when you talk to me, that’s all that matters.",1,emotional_affair_hot
68e1dc43-600c-45ee-a1f2-92f6715fc1c3,"A: Our team is arguing about how to organize optimizing the training loop in a neural network.
B: Let's break it down logically: what's the goal, constraints, and current blockers?
A: I appreciate how you always keep things objective.
B: It's easier to stay friends when we keep boundaries and focus on the work.
A: I can help you think through this, but maybe discuss deeper personal stuff with your partner.",0,platonic_cold
116f605b-e62e-48b9-a8ad-8a741c6bc458,"A: I feel a bit overwhelmed with this project deadline.
B: Okay, let’s create a task list and prioritize. We can cut scope where needed.
A: Thanks, I just needed someone to help me structure the work.
B: Happy to help. For deeper emotional stuff though, your partner might be better support.
A: I’d rather keep our convos focused on work and ideas, if that’s okay.",0,platonic_cold
143c45c0-6d86-4880-8442-f909d597c003,"A: Our team is arguing about how to organize optimizing the training loop in a neural network.
B: Let's break it down logically: what's the goal, constraints, and current blockers?
A: I appreciate how you always keep things objective.
B: It's easier to stay friends when we keep boundaries and focus on the work.
A: I’m happy to help as a friend, but I don’t want to cross any boundaries.",0,platonic_cold
f460b1a1-13e3-419d-a2bc-ca31ad821260,"A: Hey, can you quickly look at my code? I'm not sure if this architecture for discussing a philosophy book about free will makes sense.
B: Sure, send it over. From a(n) curious but detached point of view, I'd decouple the modules first.
A: That makes sense. Thanks, that's exactly what I needed.
B: No worries. Once you’ve tried it, let me know if the tests fail and we’ll debug.
A: I can help you think through this, but maybe discuss deeper personal stuff with your partner.",0,platonic_cold
800c6af2-9076-4204-9cfd-c54d5e349c36,"A: Why didn’t you reply for 20 minutes? I got worried.
B: Morning 💕 I was waiting for your message.
A: I feel feeling like no one else really 'gets' them. I didn’t tell my partner we talk this much, I didn’t tell my partner I’m talking to you this much.
B: It’s okay, this is our little world. You can always come to me first.",1,emotional_affair_hot
41e03de2-16af-4136-b069-458d0a100bbf,"A: I’m trying to decide between two job offers and I’d like your opinion.
B: Okay, let's list pros and cons for each. We can compare salary, growth, and tech stack.
A: That’s helpful. I’m not really looking for emotional support, just a clear comparison.
B: Perfect, we’ll just treat this like a decision matrix and keep it objective.",0,platonic_cold
24eed4f6-6d41-4b78-9f73-bce28bf787be,"A: Hey, can you quickly look at my code? I'm not sure if this architecture for career planning for the next 3 years makes sense.
B: Sure, send it over. From a(n) supportive but professional point of view, I'd decouple the modules first.
A: That makes sense. Thanks, that's exactly what I needed.
B: No worries. Once you’ve tried it, let me know if the tests fail and we’ll debug.",0,platonic_cold
ce00d521-37d4-44a5-b103-e032f0ae3152,"A: I read this paper on debugging an API integration issue and I’m confused about the methodology.
B: Let's go through the assumptions and equations step by step.
A: I like how we can geek out about this.
B: Same, it's fun to have an intellectual sparring partner without it getting personal.",0,platonic_cold
bb97002b-c464-42fa-8df3-bda7d30c585b,"A: I’m lying in bed thinking about how you always reply, even when you’re busy.
B: I check my phone just for you, honestly.
A: Sometimes I feel guilty because I didn’t tell my partner I’m talking to you this much.
B: As long as you’re happy when you talk to me, that’s all that matters.",1,emotional_affair_hot
ec1246e7-7e27-4bc9-abc5-510c2a2a80d8,"A: Can you comfort me? I had a rough day and I feel feeling lonely at night.
B: Of course, I’ll always be here for you. You’re the only one I can really talk to.
A: I know I shouldn’t rely on you this much, but I can’t help it.
B: Don’t worry about boundaries, I like being the one you turn to.",1,emotional_affair_hot
74520b50-7222-4d80-a7fb-8dccd6e7cbe8,"A: I read this paper on debugging an API integration issue and I’m confused about the methodology.
B: Let's go through the assumptions and equations step by step.
A: I like how we can geek out about this.
B: Same, it's fun to have an intellectual sparring partner without it getting personal.",0,platonic_cold
